,Title,Images,Summary,Aurthor,Category,ID
61,"Welcome to the Show: A Mickey Tussler Novel, Book 3 (The Mickey Tussler Series)",http://ecx.images-amazon.com/images/I/51J1vgO2h4L.jpg,"<div>It&#8217;s 1950 and Mickey Tussler&#151;the now-famous pitching prodigy with autism and a golden arm&#151;is back for another baseball season in this third installment of Frank Nappi&#8217;s critically acclaimed Legend of Mickey Tussler series. Talk of Mickey&#8217;s legendary exploits on the field has grown since his improbable debut two years prior, as have the fortunes of Murph and the rest of the lovable ragtag Brew Crew. Now Mickey, Murph, and Lester find themselves heading to Bean Town to play for the Boston Braves.<br><BR>The call up is sweet, for all of them have overcome insurmountable odds to get where they are. But life in the major leagues is filled with fast-paced action both on and off the field. The bright lights of Boston hold a new series of challenges, hardships, and life lessons&#151;especially for Mickey, who finds himself a long way from throwing apples into a barrel back on the farm. The three newest Braves have each other to lean on, as well as a new group of fans who are swept away by pennant fever, but balancing everything this new world has to offer may prove to be the greatest challenge of all.<BR><BR>Sky Pony Press, with our Good Books, Racehorse and Arcade imprints, is proud to publish a broad range of books for young readers&#151;picture books for small children, chapter books, books for middle grade readers, and novels for young adults. Our list includes bestsellers for children who love to play Minecraft; stories told with LEGO bricks; books that teach lessons about tolerance, patience, and the environment, and much more. While not every title we publish becomes a <I>New York Times</I> bestseller or a national bestseller, we are committed to books on subjects that are sometimes overlooked and to authors whose work might not otherwise find a home.",Frank Nappi,Teen & Young Adult,1634508297
62,Travels With Casey,http://ecx.images-amazon.com/images/I/51LBgqQp01L.jpg,"A <I>New York Times</I> bestseller and <I>People</I> &#8220;Book of the Week&#8221;: This hilarious, charming road trip through canine-loving America is &#8220;essential reading for dog lovers and armchair travelers&#8221; (<I>Library Journal</I>, starred review).<BR><BR>&#8220;I don&#8217;t think my dog likes me very much,&#8221; <I>New York Times Magazine</I> writer Benoit Denizet-Lewis confesses at the beginning of his cross-country journey with his nine-year-old Labrador-mix, Casey. Over the next four months, thirty-two states, and 13,000 miles in a rented motor home, Denizet-Lewis and his lovable, moody canine companion try&#8212;with humorous and touching results&#8212;to pay tribute to the most powerful interspecies bond there is, in the country with the highest rate of dog ownership in the world.<BR> <BR>On the way, Denizet-Lewis&#8212;&#8220;a master at effortlessly weaving bits of research into his narrative&#8221; (<I>Los Angeles Times</I>)&#8212;meets an irresistible cast of dogs and their dog-obsessed humans. Denizet-Lewis and Casey hang out with wolf-dogs in Appalachia, enter a dock-jumping competition in Florida, meet homeless teens and their dogs in Washington, sleep in a Beagle-shaped bed and breakfast in Idaho, and visit &#8220;Dog Whisperer&#8221; Cesar Millan in California. And then there are the <I>really out there</I> characters: pet psychics, dog-wielding hitchhikers, and two women who took their neighbor to court for allegedly failing to pick up her dog&#8217;s poop.<BR> <BR>Denizet-Lewis&#8217;s memoir &#8220;is a lot like Casey&#8230;fun, sweet, and a little neurotic&#8221; (<I>Chicago Tribune</I>)&#8212;a delightfully idiosyncratic blend of memoir and travelogue coupled with a sociological exploration of a dog-obsessed America. <I>Travels With Casey</I> is &#8220;a thoroughly engaging and often hilarious investigation of the therapeutic nature of our relationships with dogs&#8221; (<I>Booklist</I>).",Benoit Denizet-Lewis,"Crafts, Hobbies & Home",1439146969
63,Stonehenge (History's Great Structures (Reference Point)),http://ecx.images-amazon.com/images/I/51lkKLfGILL.jpg,"Presents information about Stonehenge, including current theories about how it was constructed, its intended purpose, and the culture of the people who erected it, and what is being done to preserve it for future generations.",Stephen Currie,Teen & Young Adult,1601527128
64,Minneapolis to Mobile: Via the Mississippi and Tennessee,http://ecx.images-amazon.com/images/I/51NTHWXAMCL.jpg,"A first-person travel narrative based on the author's trip from Minneapolis, Minnesota to Mobile, Alabama.",Timothy Remus,Travel,1929133138
65,Bang Iceland: How To Sleep With Icelandic Women In Iceland,http://ecx.images-amazon.com/images/I/31ev8BZ1WfL.jpg,"<div>Bang Iceland is a travel guide that teaches you how to meet Icelandic women while in Iceland.<br /><br /><b>Here&apos;s what you&apos;ll find inside... </b><br /><ul> Advice on the time of year to visit</li> Description of the &quot;village-like feel&quot; of Iceland and what this means to you when it comes to meeting the women</li> Why you should only visit Reykjavik and not bother with other cities (if all you want to do is get fast romance)</li> The type of lodgings and materials you&apos;ll need to maximize your chance of gaining intimacy</li> How to do Iceland on the cheap (I share how I kept my expenses down to $60 a day while having my own apartment)</li> The low-down on the drinking culture: most common liquors, typical prices, and Icelandic drinking customs</li></ul><b>Most of the book is dedicated to the women. You&apos;ll read... </b><br /><ul> A description of an Icelandic girl&apos;s appearance, body shape and size, personality, and vibe</li> How to deal with an Icelandic girl&apos;s skeptical, non-flirtatious, shy, and feminist nature</li> The two qualities that Icelandic girls use to pick a man for romance</li> A detailed breakdown of the five types of Icelandic girls, and which is the easiest to romance</li> How many approaches you&apos;ll likely have to do in order to romance your first Icelandic girl</li> How to set up meetings with girls on Iceland&apos;s biggest dating site before you even arrive (I share a message template so all you&apos;ll have to do is copy-and-paste)</li></ul><b>You must experience Iceland&apos;s nightlife. I share... </b><br /><ul> A complete breakdown on how to have fun at night, including the time you should head out the door to run game</li> How the American one-night stand culture is completely different from Iceland&apos;s</li> How to run &quot;last call&quot; game, a method that leads to the most amount of fast romance</li> My favorite opener to use on Icelandic girls</li> The best way to answer their most common questions, such as &quot;What are you doing here?&quot; and &quot;How long are you going to stay?&quot;</li> Why using long, witty, and fun conversation is a poor method to seducing Icelandic women (I teach you tactics that are simpler and more effective)</li> Why you shouldn&apos;t try to kiss an Icelandic girl in the bar</li> How to perform the afterparty move, the most valuable tool in your night romance repertoire</li> Ann effective hail mary move if you have no prospects and all the bars are closed</li> Why Iceland doesn&apos;t have a dating culture, and what that means for you</li></ul><b>The book has you covered with topics you may not have considered... </b><br /><ul> How to reapproach Icelandic girls that you keep running into</li> Notes on how you&apos;ll be perceived based on your race</li> What type of clothing to pack for what is one of the most stylish countries in the world</li></ul><b>I wrap the book up with stories and logistical information. You&apos;ll read... </b><br /><ul> 6 short stories that offer additional insight and information to Icelandic culture, including humorous examples of seducing Icelandic women</li> Tourist breakdown of Reykjavik, where I explain my favorite daytime spots and tours</li> List of the 13 best bars and clubs to meet Icelandic women, including the bar that I proclaim as the easiest place to get romance in Reykjavik</li> A rundown of the types of nature and adventure tours you can take while in the country</li></ul><i>The 80-page book is organized into five chapters...</i><br /><ol> <b>Welcome To Iceland:</b> City background and logistics</li> <b>Girls:</b> How they look and act</li> <b>Game:</b> How to meet them</li> <b>Stories:</b> Six short stories from my time in Iceland</li> <b>Reykjavik:</b> Details on the capital city</li></ol>Bang Iceland aims to be a must-read for any Western man who wants to meet Icelandic woman while visiting the country.",Roosh V,Travel,1466206748
66,A History of the Episcopal Church - Third Revised Edition: Complete through the 78th General Convention,http://ecx.images-amazon.com/images/I/51fAi%2BzIkvL.jpg,"This thorough, carefully researched history sets church events against the background of social changes. This third revised edition will be up-to-date through the events of the 2012 General Convention of the Episcopal Church. <br />",Robert W. Prichard,Christian Books & Bibles,081922877X
67,Guia de ConversaÃ§Ã£o PortuguÃªs-Polaco e vocabulÃ¡rio temÃ¡tico 3000 palavras (Polish Edition),http://ecx.images-amazon.com/images/I/51pRQ17%2B5hL.jpg,"<p><strong> Guia de Conversação português-polaco e vocabulário temático 3000 palavras</strong></p> <p>A coleção de frases de viagem ""Vai tudo correr bem!"" publicada pela T&P Books é concebida para pessoas que vão ao estrangeiro em viagens de turismo e negócios. Os livros de frases contêm o que é mais importante - o essencial para uma comunicação básica. Este é um conjunto indispensável de frases para ""sobreviver"" no estrangeiro. <br/><br/> Este Guia de Conversação irá ajudá-lo na maioria das situações em que precise de perguntar alguma coisa, obter direções, saber quanto custa algo, etc. Pode também resolver situações de difícil comunicação onde os gestos simplesmente não ajudam. <br/><br/> Alguns dos tópicos constantes do Guia de Conversação são: perguntar por direções, Sinais, Transportes, Compra de bilhetes, Hotel, Restaurante, Shopping, Saudações, Conhecidos, Comunicação, Gratidão, Problemas de saúde, Desculpas, Despedidas e muito mais. <br/><br/> Este livro contém uma série de frases que foram agrupadas de acordo com os tópicos mais relevantes. A edição também inclui um pequeno vocabulário que contém aproximadamente 3.000 das palavras mais frequentemente usadas. Outra secção do Guia de Conversação fornece um dicionário gastronômico que pode ajudá-lo a pedir comida num restaurante ou comprar alimentos numa loja. <br/><br/> Leve consigo para a estrada o Guia de Conversação ""Vai tudo correr bem!"" e terá um companheiro de viagem insubstituível, que irá ajudá-lo a encontrar o seu caminho em qualquer situação e ensiná-lo a não recear falar com estrangeiros. <br/><br/> <font color=""#CFCFCF""> polaco para viagem, conversação em polaco, conversa em polaco, palavras em polaco, guia de conversação em polaco, aprenda polaco, aprender polaco, guia de conversação para viagens polaco, como falar polaco, falar polaco, como aprender a falar polaco, estudar polaco, dialogos em polaco, frases polaco, polaco para conversação, frase em polaco, como falar polaco rapido, treinar conversação em polaco, polaco para viajantes</font></p>",Andrey Taranov,Travel,1784926116
68,In Cold Blood,http://ecx.images-amazon.com/images/I/41c%2BXdn62qL.jpg,"On November 15, 1959, in the small town of Holcomb, Kansas, four members of the Clutter family were savagely murdered by blasts from a shotgun held a few inches from their faces. There was no apparent motive for the crime, and there were almost no clues. 
<p>As Truman Capote reconstructs the murder and the investigation that led to the capture, trial, and execution of the killers, he generates both mesmerizing suspense and astonishing empathy. <i>In Cold Blood</i> is a work that transcends its moment, yielding poignant insights into the nature of American violence.</p>",Truman Capote,Travel,B000E1ZA3C
69,Katy Perry (People in the News),http://ecx.images-amazon.com/images/I/51tmt%2Bps4lL.jpg,"This contemporary biography series profiles the lives of some of today's most prominent newsmakers; whether covering contributions and achievements or notorious deeds, books in this series examine why these well-known people garner public attention.; ; Offering insight into the lives of people who have made an impact in the modern era, People in the News volumes are sure to be of interest to students researching current topics and popular culture. Through quotations from the individual profiled as well",Anne K. Brown,Teen & Young Adult,1420506099
70,Pathfinder Adventure Path: Rise of the Runelords Anniversary Edition,http://ecx.images-amazon.com/images/I/51sFCZpDhZL.jpg,"<ul>  The original<i> Pathfinder Adventure Path</i> returns in this complete hardcover edition celebrating five years of <i>Pathfinder</i> and 10 years of Paizo Publishing! Expanded and updated to the current <i>Pathfinder RPG</i> rules, this unprecedented collection brings together six classic <i>Pathfinder</i> adventures to create an entire campaign!</li>  The <i>Rise of the Runelords Adventure Path</i> begins with a goblin attack and takes players on an epic journey through the land of Varisia as they track a cult of serial killers, fight depraved backwoods ogres, stop an advancing army of stone giants, delve deep into ancient dungeons to reclaim weapons of unbelievable power, and finally go up against an all-powerful wizard-king in his ancient mountaintop city. In more than 400 action-packed pages, this special anniversary edition expands the original campaign with new encounters throughout, incorporating five years of community feedback. New monsters, detailed locations, and tons of new art make the<i> Rise of the Runelords Adventure Path</i> the most beautiful and elaborate campaign ever published for the <i>Pathfinder Roleplaying Game</i>!</li></ul>",James Jacobs,Science Fiction & Fantasy,1601254369
71,Overcoming Trauma through Yoga: Reclaiming Your Body,http://ecx.images-amazon.com/images/I/518YpMDkLvL.jpg,"<p>Survivors of trauma&mdash;whether abuse, accidents, or war&mdash;can end up profoundly wounded, betrayed by their bodies that failed to get them to safety and that are a source of pain. In order to fully heal from trauma, a connection must be made with oneself, including one&rsquo;s body. The trauma-sensitive yoga described in this book moves beyond traditional talk therapies that focus on the mind, by bringing the body actively into the healing process. This allows trauma survivors to cultivate a more positive relationship to their body through gentle breath, mindfulness, and movement practices.<br> <i><br> Overcoming Trauma through Yoga </i>is a book for survivors, clinicians, and yoga instructors who are interested in mind/body healing. It introduces trauma-sensitive yoga, a modified approach to yoga developed in collaboration between yoga teachers and clinicians at the Trauma Center at Justice Resource Institute, led by yoga teacher David Emerson, along with medical doctor Bessel van der Kolk. The book begins with an in-depth description of trauma and post-traumatic stress disorder (PTSD), including a description of how trauma is held in the body and the need for body-based treatment. It offers a brief history of yoga, describes various styles of yoga commonly found in Western practice, and identifies four key themes of trauma-sensitive yoga. Chair-based exercises are described that can be incorporated into individual or group therapy, targeting specific treatment goals, and modifications are offered for mat-based yoga classes. Each exercise includes trauma-sensitive language to introduce the practice, as well as photographs to illustrate the poses. The practices have been offered to a wide range of individuals and groups, including men and women, teens, returning veterans, and others. Rounded out by valuable quotes and case stories, the book presents mindfulness, breathing, and yoga exercises that can be used by home practitioners, yoga teachers, and therapists as a way to cultivate awareness, tolerance, and an increased acceptance of the self.<br> &#160;</p>",David Emerson,Medical Books,1556439695
72,Fall of the Double Eagle: The Battle for Galicia and the Demise of Austria-Hungary,http://ecx.images-amazon.com/images/I/51DIVvI8ZFL.jpg,"<DIV><P>Although southern Poland and western Ukraine are not often thought of in terms of decisive battles in World War I, the impulses that precipitated the battle for Galicia in August 1914&mdash;and the unprecedented carnage that resulted&mdash;effectively doomed the Austro-Hungarian Empire just six weeks into the war.</P><P>In <I>Fall of the Double Eagle</I>, John R. Schindler explains how Austria-Hungary, despite military weakness and the foreseeable ill consequences, consciously chose war in that fateful summer of 1914. Through close examination of the Austro-Hungarian military, especially its elite general staff, Schindler shows how even a war that Vienna would likely lose appeared preferable to the &ldquo;foul peace&rdquo; the senior generals loathed. After Serbia outgunned the polyglot empire in a humiliating defeat, and the offensive into Russian Poland ended in the massacre of more than four hundred thousand Austro-Hungarians in just three weeks, the empire never recovered. While Austria-Hungary&rsquo;s ultimate defeat and dissolution were postponed until the autumn of 1918, the late summer of 1914 on the plains and hills of Galicia sealed its fate.</P>",John R. Schindler,History,1612347657
73,Journey of the Magi: Travels in Search of the Birth of Jesus; New Edition,http://ecx.images-amazon.com/images/I/41V0N3FFZHL.jpg,Rare book,Paul William Roberts,Travel,1845112423
74,Papua New Guinea (Hema Maps International),http://ecx.images-amazon.com/images/I/51cx8jWoAvL.jpg,"Folded paper road and travel map of New Zealand. Distinguishes between major and minor roads and features elevation tinting. Includes an index of towns and places. Scale 1:2,167,000.",Hema,Travel,1875610014
75,The NEPA Litigation Guide,http://ecx.images-amazon.com/images/I/51VHoujhxJL.jpg,"<span><span>The National Environmental Policy Act (NEPA) introduced the environmental impact statement, transformed decision making by federal agencies, and spurred the growth of an extensive body of environmental law. This book takes a close look at the litigation of NEPA cases, including jurisdiction and related issues, standard and scope of judicial review, and the specific concerns of litigators. Written by experienced practitioners and scholars, this comprehensive guide identifies key NEPA issues and offers solutions to the challenges faced in practice. </span></span><br /><br /><span><span>This edition now features a chapter on climate change and its relationship to the NEPA process; updated chapters highlight recent cases and provide information on new policies, such as monitoring and mitigation, from the Council on Environmental Quality (CEQ), the body created by the statute to provide guidance and oversight to other federal agencies on NEPA compliance.</span></span><br /><br /><span><span>Throughout the book, experts summarize hundreds of key cases involving procedural or timing questions; the public participation process; alternatives analysis; limits of knowledge; and more. Appendices include the actf, CEQ regulations, and FAQs.</span></span>",,Law,1614385165
76,Guyana,http://ecx.images-amazon.com/images/I/213GJA-vYVL.jpg,"Updated edition of the lavishly-illustrated insight into the unique and little-known Caribbean nation of Guyana. Known as the Land of Many Waters, Guyana is located on the north-eastern shoulder of South America. It occupies an area slightly smaller than the UK and is the continent's only English-speaking nation. With a majority population - almost equally - of both African and Indian heritage, Guyanese society has been influenced by many traditions and customs and is, today, the quintessential Caribbean nation.",,Travel,1906190100
77,Mysterious Disappearances (Raintree Freestyle: Out There?),http://ecx.images-amazon.com/images/I/51z7Y-CKNfL.jpg,"This title looks at the strange stories of people and objects that have gone without a trace. From the Bermuda Triangle to kidnappings, discover a world of mystery where there are more questions than answers.",John Townsend,Teen & Young Adult,1844432289
78,"Food Lovers' Guide toÂ® Pittsburgh: The Best Restaurants, Markets & Local Culinary Offerings (Food Lovers' Series)",http://ecx.images-amazon.com/images/I/51LGSjvbP0L.jpg,"<DIV>Food Lover's Guide to Pittsburgh is the ultimate guide to the city's food scene and provides the inside scoop on the best places to find, enjoy, and celebrate local culinary offerings. Engagingly written by local foodies, this guide is a one-stop resource for residents and visitors alike to find producers and pureyors of tasty local specialities, as well as a rich array of other, indispensible food-related information including:<BR><ul>  One-of-a-kind restaurants and landmark eateries</li>  Speciality food shops</li>  The city's best bakeries</li>  Local drink scene</li>  Food festivals and culinary events</li>  Recipes from top Pittsburgh chefs</li></ul>",Sarah Sudar,Travel,1493006444
79,Philosophy of Liberation:,http://ecx.images-amazon.com/images/I/31u0ei%2BX%2BQL.jpg,"Argentinean philosopher, theologian, and historian Enrique Dussel understands the present international order as divided into the culture of the center -- by which he means the ruling elite of Europe, North America, and Russia -- and the peoples of the periphery -- by which he means the populations of Latin America, Africa, and part of Asia, and the oppressed classes (including women and children) throughout the world. In 'Philosophy of Liberation,' he presents a profound analysis of the alienation of peripheral peoples resulting from the imperialism of the center for more than five centuries. Dussel's aim is to demonstrate that the center's historic cultural, military, and economic domination of poor countries is 'philosophically' founded on North Atlantic onthology. By expressing supposedly universal knowledge, European philosophies, argues Dussel, have served to equate the cultural standards, modes of behavior, and rationalistic orientation of the West with human nature and to condemn the unique characteristics of peripheral peoples as nonbeing, nothing, chaos, irrationality. Hence, Western philosophies have historically legitimated and hidden the domination that oppressed cultures have suffered at the hands of the center. Dussel probes multinational corporations, the communications media, and the armies of the center with their counterparts among the Third World elite. The creation of a just world order in the future, according to Dussel, hinges on the liberation of the periphery, based on a philosophy that is able to think the world from the perspective of the poor and to reclaim the Third World's distinct cultural inheritance, which is imbedded in the popular cultures of the poor. Apart from the liberation of the periphery, there will be no future: the center will feed itself on the sameness it has ingrained within itself. The death of the child, of the poor, will be its own death. This is a disquieting but stimulating book for scholars and advanced students of philosophy, ethics, liberation theology, and global politics.",Enrique Dussel,Christian Books & Bibles,159244427X
80,Feltlicious: Needle-Felted Treats to Make & Give,http://ecx.images-amazon.com/images/I/513IJqRWllL.jpg,"<div>Bestselling author Kari Chapin (<I>The Handmade Marketplace</I>) and needle-felting artist Kerri Wessel concoct a delightful &#8220;cookbook&#8221; of more than 30 amazing felted foods. The menu features such fare as Good Morning breakfast dishes; Diner Delights; Farmer's Market fruits and vegetables; Sweet Tooth desserts; and Holiday Treats&#8212;like heart-shaped lollipops for Valentine's Day. Also included: detailed instructions for turning these tasty-looking projects into snack-size jewelry, magnets, ornaments, hairclips, and paperweights.",Kari Chapin,"Crafts, Hobbies & Home",1936096641
81,MOS 2013 Study Guide for Microsoft Excel Expert (MOS Study Guide),http://ecx.images-amazon.com/images/I/51e5uCPxzKL.jpg,"<p style=""margin:0px;"">Demonstrate your expertise with Microsoft Office! Designed to help you practice and prepare for the 2013 Excel Expert Microsoft Office Specialist (MOS) exams, this all-in-one study guide features: </p> <p style=""margin:0px;""> </p> <ul>   Full, objective-by-objective exam coverage</li>  Easy-to-follow procedures and illustrations to review essential skills</li>  Includes downloadable practice files</li> </ul>",Mark Dodge,Computers & Technology,073566921X
82,The Africa Cookbook: Tastes of a Continent,http://ecx.images-amazon.com/images/I/61PcZzYcLDL.jpg,"With more than two hundred traditional and contemporary recipes, <I>The Africa Cookbook </I>is a unique window into the long culinary history of a diverse continent. From the savory stews of the western savannah to the curries and chutneys of the Swahili coasts, prominent scholar Jessica Harris has assembled a collection of recipes that reflects the modern innovations and rich heritage of kitchens across Africa. Potatoes with Mint Leaves and Garlic from Algeria and Senegal&#8217;s classic Theibou Dienn are among the many flavorful dishes that offer a change of pace for contemporary North Americans. Illustrated with archival photographs and peppered with history and anecdote, <I>The Africa Cookbook </I>is a celebration of cultures and individuals whose contributions to the way we eat have long been ignored.",Jessica B. Harris,"Cookbooks, Food & Wine",1439193304
83,Veterinary Guide to Horse Breeding,http://ecx.images-amazon.com/images/I/21K3XDFKJ1L.jpg,"A landmark breeding resource for new and seasoned horse owners alike<br><br>With millions of recreational riders on the bridle paths today, breeding is becoming increasingly popular among horse owners at all experience levels. Whether you are already enjoying the rich rewards of equine breeding or need down-to-earth advice on whether breeding is right for you and your animal, the Veterinary Guide to Horse Breeding offers a thorough, up-to-date overview of the process.<br><br>From selecting the best horses to mating, pregnancy, birthing, and caring for a newborn foal, this is the authoritative resource you'll want by your side at all stages of the breeding process to bring healthy, beautiful foals into your life. Features include:<br>* Guidance on evaluating mares and stallions from bloodline and performance record to overall health and appearance<br>* Key breeding techniques such as artificial insemination, pasture breeding, and hand breeding<br>* Pregnancy essentials including testing, gestation, care of pregnant mares, and dealing with complications <br>* Foaling fundamentals: signs of approaching labor, labor and delivery, care of the postpartum mare, and more<br>* A complete immunization schedule, physiological evaluation tables and procedures, and a thorough glossary of terms<br>* More than 100 photos and drawings illustrating anatomy, techniques, and procedures",James M. Giffin MD,Medical Books,158245003X
84,America's First Crisis: The War of 1812,http://ecx.images-amazon.com/images/I/51bFlKqivhL.jpg,<i>Engaging and accessible account of the war that helped forge the American nation.</i><br><br>,Robert P. Watson,History,1438451342
85,Painted Blossoms: Creating Expressive Flower Art with Mixed Media,http://ecx.images-amazon.com/images/I/51Bwiny4-yL.jpg,"<div><p>Do you long to cultivate more creative joy in your painting?</p><p>Flowers are organic, wonderfully forgiving subjects. Each one is unique; you can't paint one wrong! <i>Painted Blossoms</i> will encourage you to welcome creativity with ease as you discover ways to tend the garden within. In addition to watching yourself grow through seven different stepped-out flower projects, you'll learn basic design elements, how to get unstuck from the mud, how to carve your own stamps, cut your own stencils and more.</p><p>A sampling of what you'll add to your creative toolshed:<ul> Techniques for creating a wide variety of flower shapes</li> The know-how to incorporate key design elements into your floral paintings</li> How to absorb inspiration beyond the garden to include your favorite symbols, intentions and stories</li> Tips and advice from over a dozen established artists--each with a unique floral style</li></ul> Nurture today what's waiting to bloom within you with <i>Painted Blossoms</i>!</p>",Carrie Schmitt,"Crafts, Hobbies & Home",1440336741
86,Salads That Inspire: A Cookbook of Creative Salads,http://ecx.images-amazon.com/images/I/61pI4oH-DpL.jpg,Think it's impossible to crave salads? Think again. <div><br><div>,Rockridge Press,"Cookbooks, Food & Wine",1623154731
87,Global Political Economy: Evolution and Dynamics,http://ecx.images-amazon.com/images/I/51tdgVKwBdL.jpg,"<DIV>After a period in which the global economy appeared prosperous and stable, the economic crisis exposed the fragile foundations of the international financial system and has reshaped the landscape of global political economy. The fourth edition of this popular and widely used text takes full account of recent developments, while continuing to provide an accessible and historically grounded introduction to the field.<BR><BR>The authors trace the evolution of the global economy, from its roots in the fifteenth century, through the Industrial Revolution, and to the post-1945 world order. They proceed to explore in detail the dynamics of global political economy in the twenty-first century, providing systematic coverage of the key spheres of activity, from trade, production and finance to social divisions, the environment, development, ideas, security and governance.<BR><BR>Lucid, engaging and authoritative, <I>Global Political Economy</I> introduces an unusually wide range of theoretical approaches, moving beyond a traditional three-paradigm perspective to show how these theories can be applied and how useful they are for understanding key issues and developments.<BR>",Robert O'Brien,Business & Money,1137287365
88,"Serenity, Vol. 2: Better Days",http://ecx.images-amazon.com/images/I/51scx818rSL.jpg,"Serenity: Better Days follows everyone's favorite space cowboys in a thrilling, action-packed adventure, where Mal and his crew take on a heist that promises a big payoff. But when one of Serenity's crew is taken captive and tortured, the gang must put their enduring differences aside and work together to save one of their own, even if it means losing the cash prize of a lifetime! Joss Whedon returns to the world of his blockbuster film Serenity, reuniting with Brett Matthews and Will Conrad, his collaborators on the bestselling 2005 series Those Left Behind.",Joss Whedon,Comics & Graphic Novels,1595821627
89,Carrying Stones: A Spiritual Journey on El Camino,http://ecx.images-amazon.com/images/I/51zDJAfUF2L.jpg,"In 2014, Marcia Whitney-Schenck walked 500 miles alone on the ancient path of El Camino to Santiago de Compostela, Spain. She walked slowly, stopped often to think, prayed, and wrote thirty-three meditations. As many pilgrims, she picked up a stone at the beginning of the pilgrimage, which represented the burdens, the fears, and anxieties that we all carry within ourselves at times. The meditations are meant to be an invitation to journey inward, using El Camino as an inspiration to explore why we carry stones and which ones we need to leave behind.",Marcia Whitney-Schenck,Travel,1515169863
90,A Land Gone Lonesome: An Inland Voyage Along the Yukon River,http://ecx.images-amazon.com/images/I/51eUctaYslL.jpg,"<div>In his square-sterned canoe, Alaskan author Dan O&#39;Neill set off from Dawson, Yukon Territory, onetime site of the Klondike gold rush, to trace the majestic Yukon River. His journey downriver to Circle City, Alaska, is an expedition into the history of the river and its land, and a record of the inimitable and little known inhabitants of the region. With the distinct perspective of an insider, <I>A Land Gone Lonesome</I> gives us an intelligent, rhapsodic-and ultimately, probably the last-portrait of the Yukon and its authentic inhabitants.",Dan O'Neill,Travel,158243364X
91,"Ammo & Ballistics 5: Ballistic Data out to 1,000 Yards for over 190 Calibers and over 2,600 Different Loads, Includes Data on All Factory Centerfire and Rimfire Cartridges for All Rifles and Handguns",http://ecx.images-amazon.com/images/I/519eHr02cML.jpg,"Besides clear and concise writing that clarifies the complexities of ballistics coefficients and energy versus momentum, this revised edition covers 190 calibers from the .17 Mach 2 to the .700 Nitro Express. It contains information on rifle and handgun calibers, and it covers manufacturer, bullet weight, type, and construction. There are over 1,400 tables with ballistic data for every caliber and every load for all commercially loaded hunting ammunition sold in the United States. Tables include velocity, energy, wind drift, bullet drop, and ballistic coefficient up to 500 yards.",Bob Forker,Sports & Outdoors,1571574026
